"Monday March 27 2006","3 : 00 4 : 30 pm","210 Illini Union","The Job Search Consult","This workshop discuss consult job search strategi grad student It inform begin organ job search strategi effect research organ find help resourc"
"Friday March 20 2015","11 : 00","NCSA Build Auditorium 1205 W Clark St Urbana","NCSA Colloquium : Advanc Visual Instrument",""
"Monday March 30 2015","10 : 00","2405 Siebel Center","Adrian Sampson : Hardwar Softwar Approxim Comput","Abstract : Correct fundament tenet comput system In case perfect answer unnecessari imposs : small error accept applic vision machin learn speech recognit search graphic physic simul Approxim comput new research direct improv effici care relax correct constraint My research seek approxim comput collabor softwar hardwar In hardwar I propos CPU design acceler storag system grace trade qualiti effici In softwar I design type system debug tool compil languag construct call probabilist assert control approxim impact Togeth softwar hardwar approxim comput exploit applic latent resili yield new perform energi benefit Bio : Adrian Sampson PhD candid Univers Washington advisor Lui Ceze Dan Grossman His research combin comput architectur program languag compil His work approxim comput support fellowship Facebook Qualcomm Googl"
"Monday March 30 2015","4 : 00 pm","2405 Siebel Center","Chris Wojtan : How make Big Splash : Efficient Simul Natur Phenomena Larg Scale","Abstract : Despit progress numer algorithm comput power unfeas comput detail simul natur phenomena truli huge scale To make matter import phenomena turbul splash liquid fractur solid reli delic coupl small scale detail larg scale behavior Our approach solv problem combin numer algorithm shape I present group recent result effici simul natur phenomena new method simul water wave interpol exist simul data Bio : Chris Wojtan receiv Ph.D Comput Graphic Georgia Institut Technolog 2010 He written numer research paper physic simul geometri process 10 paper ACM SIGGRAPH premier confer comput graphic present research chang mesh topolog fluid simul cours SIGGRAPH 2011 His work award NSF Graduat Research Fellowship Georgia Tech Sigma Xi Best Doctor Dissert Award Microsoft Visual Comput Award Eurograph young Research Award ERC Start Grant Chris Wojtan current Assistant Professor Institut Scienc Technolog Austria ( IST Austria )"
"Tuesday March 31 2015","10 : 00","Siebel Center Atrium","Epic Corpor Day",""
"Wednesday April 01 2015","10 : 00","2405 Siebel Center","Jean yang : Prevent Informat Leak Jeev","Abstract : Informat leak preval This surpris : user share inform grow amount code handl sensit data Unless make easier creat secur program inform leak I present languag Jeev program preserv privaci secur properti construct In Jeev programm specifi express inform flow polici separ function reli languag runtim automat differenti behavior Jeev languag factor inform flow prevent inform leak reduc opportun programm error To help programm reason Jeev program I defin mean Jeev enforc programm specifi polici prove Jeev correct To demonstr feasibl program model practic I implement Jeev Scala Python creat Jacquelin Jeev base web framework enforc polici end end I describ I Jacquelin implement cours manag health record manag confer manag system academ workshop Bio : Jean yang receiv AB Harvard Univers PhD candid MIT’s Comput Scienc Artifici Intellig Laboratori ( CSAIL ) Jean’ research interest program languag design softwar verif Jean recipi Nation Scienc Foundat Graduat Research Fellowship Facebook Fellowship Levin Fellowship Jean’ work Verv oper system automat verifi end end type safeti won Best Paper Award PLDI 2010"
"Wednesday April 01 2015","10 : 00 2 : 00 pm","Siebel Center Atrium","Amazon Corpor Day",""
"Thursday April 02 2015","5 : 00 8 : 00 pm","Siebel Center Atrium","Start Up Career Fair",""
"Friday April 03 2015","11 : 00","NCSA Build Auditorium 1205 W Clark St Urbana","NCSA Colloquium : Expedit Distribut Scientif Comput",""
"Monday April 06 2015","10 : 00","2405 Siebel Center","Marco Gaboardi : Program Languag Differenti Privaci Mechan Design","Abstract : Person data collect share analyz risk privaci individu Differenti Privaci promis minim risk ensur presenc absenc singl individual’ data neglig statist effect result data analysi Howev manual check given data analysi differenti privat difficult requir advanc domain expertis In talk I show program languag develop data analys differenti privat construct I present idea design two program languag differenti privaci : DFuzz HOARe2 These languag base rich type system implement two differ techniqu formal check data analysi differenti privat The applic techniqu implement languag extend Differenti Privaci For exampl I show HOARe2 ensur program correct respect incent properti Mechan Design research area studi method incentiv user faith report data auction market design Bio : Marco Gaboardi faculti member Univers Dunde UK current work visit scholar Center Research Comput Societi Harvard Univers Marco receiv Ph.D Comput Scienc joint Università di Torino ( Itali ) Institut Nation Polytechniqu de Lorrain ( Franc ) work research associ Università di Bologna ( Itali ) Univers Pennsylvania Marco’ research interest program languag design focus logic type theori Differenti Privaci Mechan Design Implicit Comput Complex His interest cook hike run"
"Monday April 06 2015","6 : 00 pm","2405 Siebel Center","3Red Trade Tech Talk",""
"Tuesday April 07 2015","10 : 00","2405 Siebel Center","Engineer Resid speaker Roger Dickey","Roger Dickey serial entrepreneur & activ angel investor base San Francisco Roger compani AirBnB tutor start Austin 2006 He enter game industri 2007 Facebook app startup launch 19 app largest generat 300M pageview month After acquisit Zynga Roger went found Mafia War ( 100M user ) FishVill ( 35M user ) 5 titl 3 year Roger serv intern product team advisor Zynga help compani grow game India Japan China Sinc leav Zynga Roger launch Gigster marketplac softwar develop servic Alongsid work Zynga Roger began advis & invest bay area startup 2010 His invest Docker Addepar iCrack OpenGov ClassDojo Wanelo Advisori role Format 8 Nest OpenDoor The Thiel Fellowship Roger hold offic hour 1 3 pm 2237 Siebel Center To regist meet visit http : go.cs.illinois.edu RogerDickey Papa Del serv lunch talk"
"Wednesday April 08 2015","10 : 00","2405 Siebel Center","Sasa Misailov : Accuraci Aware Optimiz Approxim Program","Abstract : Mani modern applic ( multimedia process machin learn big data analyt ) exhibit natur tradeoff accuraci result produc applic execut time energi consumpt These applic allow investig new aggress optim approach I present novel approxim optim framework base accuraci awar program transform These transform trade accuraci return improv perform energi effici resili The optim framework includ program analys character accuraci transform program search techniqu navig tradeoff space induc transform find approxim program profit tradeoff This talk show accuraci awar optim framework ( 1 ) automat generat approxim program signific improv perform accept accuraci ( 2 ) automat generat approxim function maxim energi save execut approxim hardwar platform ensur generat function satisfi develop accuraci specif Bio : Sasa Misailov PhD Candid Electric Engineer Comput Scienc MIT His interest program languag softwar engin comput system emphasi improv perform energi effici resili face softwar error approxim opportun His recent research system analyz optim program execut approxim unreli hardwar receiv two best paper award OOPSLA 2013 OOPSLA 2014"
"Thursday April 09 2015","10 : 00","2405 Siebel Center","Ricardo Baeza yate : Toward Distribut Web Search Engine","Abstract : In ocean Web data Web search engin primari way access content As data order petabyt current search engin larg central system base replic cluster Web data evolv The number activ websit continu grow ( 880 million begin 2015 ) current hundr billion index page On hand Internet user two billion hundr million queri issu In near futur central system like effect data queri load suggest fulli distribut search engin Such engin maintain high qualiti answer fast respons time high queri throughput high avail scalabl spite network latenc scatter data In talk present main challeng design distribut Web retriev system research compon Web search engin : crawl index queri process Bio : Ricardo Baeza yate VP Research yahoo Lab lead team Unite State Europ Latin America 2006 base Sunnyval California August 2014 Dure time led lab Barcelona Santiago de Chile Between 2008 2012 oversaw Haifa lab He part time Professor Depart Informat Commun Technolog Universitat Pompeu Fabra Barcelona Spain Dure 2005 ICREA research professor univers Until 2004 Professor founder Director Center Web Research Dept Comput Scienc Univers Chile ( current leav absenc ) He obtain PhD comput scienc Univers Waterloo Canada 1989 Befor obtain two master ( M.Sc CS & M.Eng EE ) electron engin degre Univers Chile Santiago He co author best seller Modern Informat Retriev textbook ( 2nd ed 2011 Addison Wesley ) won ASIST 2012 Book year award He co author Handbook Algorithm Data Structur ( 2nd ed Addison Wesley 1991 ) co editor Informat Retriev : Algorithm Data Structur ( 1992 Prentic Hall ) 500 public From 2002 2004 elect board governor IEEE Comput Societi 2012 elect ACM Council He receiv Organiz American State award young research exact scienc ( 1993 ) Graham Medal innov comput given Univers Waterloo distinguish ex alumni ( 2007 ) CLEI Latin American distinct contribut CS region ( 2009 ) Nation Award Chilean Associat Engineer ( 2010 ) distinct In 2003 comput scientist elect Chilean Academi Scienc 2010 found member Chilean Academi Engineer In 2009 name ACM Fellow 2011 IEEE Fellow"
"Friday April 10 2015","11 : 00","NCSA Build Auditorium 1205 W Clark St Urbana","NCSA Colloquium : Subsist Marketplac",""
"Monday April 13 2015","10 : 30","141 Coordin Scienc Lab ( CSL )","Ronald Dreslinski : Energi Efficient Architectur Using Three Dimension Integrat Near Threshold Comput","Abstract : Energi constrain comput import design constraint wide rang comput paradigm For exampl exascal goal DOE system achiev ExaFLOP perform 20MW power budget set ambiti goal 50 GFLOPS W DARPA’s PERFECT program set higher goal 75 GFLOPS W futur embed militari applic unman aerial vehicl At time emerg Internet Thing continu energi power constrain comput mobil marketplac This talk look two emerg techniqu help improv energi effici broad rang comput platform three dimension ( 3D ) integr near threshold comput ( NTC ) 3D integr allow high bandwidth low latenc interconnect comput memori allow architect explor effici memori system NTC oper reduc suppli voltag 100 200mV threshold voltag transistor allow signific improv energi effici This talk conclud descript evalu Centip3D test chip 64 Core silicon prototyp explor architectur leverag synergi 3D NTC Bio : Ronald Dreslinski receiv PhD comput scienc engin Univers Michigan Ann Arbor He current assist research scientist Univers Michigan His research focus architectur enabl emerg low power circuit techniqu"
"Tuesday April 14 2015","5 : 00 pm","2405 SC","500 Mile Tech Talk",""
"Wednesday April 15 2015","5 : 30 7 : 30 pm","First Floor Atrium Siebel Center","CS Senior Design Showcas","Pleas join Depart Comput Scienc inaugur CS Senior Design Showcas Wednesday April 15 5 : 30 7 : 30 p.m First floor Siebel Center Refresh provid Pleas regist : go.cs.illinois.edu SeniorDesign"
"Friday April 17 2015","8 : 30","NCSA Build Auditorium 1205 W Clark St Urbana","NCSA Colloquium : Democrat Data Intensiv Scienc",""
"Friday April 17 2015","2 : 00 pm","0216 Siebel Center","Dr Bill How : Democrat Data Scienc","Abstract : Advanc data scienc ( data intens scienc ) appear deriv primarili composit integr broad applic exist techniqu technolog ( sole ) develop new techniqu But problem technolog deliveri receiv relat research attent At UW eScienc Institut UW Databas Group build platform democrat advanc data manag curat analyt field scienc level expertis In talk I'll describ find multi deploy databas servic system call SQLShare recent result context Myria project feder data manag analyt system support multipl backend engin iter class citizen new algorithm built visual perform profil languag interfac balanc imper declar featur I'll wrap tour effort develop organiz infrastructur complement softwar infrastructur incub program interdisciplinari project new educ initi cross campus collabor data intens scienc Bio : Bill How Associat Director UW eScienc Institut hold Affiliat Faculti appoint Comput Scienc & Engineer His research interest data manag curat analyt visual scienc How receiv two Jim Gray Seed Grant award Microsoft Research work manag environment data two paper select VLDB Journal Best Confer issu ( 2004 2010 ) co author current cite paper VLDB 2010 SIGMOD 2012 How serv program organ committe number confer area databas scientif data manag develop MOOC data scienc attract 200,000 student two offer He Ph.D Comput Scienc Portland State Univers Bachelor degre Industrial & System Engineer Georgia Tech"
"Monday April 20 2015","2 : 00 pm","141 CSL","Algorithm Improvement Correl Cluster","Abstract : We consid Correl Cluster problem : given collect object label indic pair object similar dissimilar wish cluster object similar object lie cluster dissimilar object lie differ cluster Sinc perfect cluster exist goal ( approxim ) minim number mistak number similar pair end differ cluster number dissimilar pair end cluster We consid weight version problem give approxim algorithm accept broader rang input weight previous algorithm We studi variat basic problem Bio : Gregori Puleo Postdoctor Research Associat CSL work research group Olgica Milenkov In 2009 earn BS Appli Mathemat Rochest Institut Technolog 2014 earn PhD Mathemat supervis Dougla B West His research interest extrem graph theori optim problem graph"
"Monday April 20 2015","4 : 00 pm","2405 Siebel Center","Avrim Blum : Toward Theoret Model Natur Input : Aime Bridg Theori AI Divid","Abstract : Theoret comput scienc particular adept prove problem hard solv approxim case ; make problem disappear domain heurist method develop work practic This bring question theori best contribut understand algorithm problem case analysi pessimist simpl probabilist model hand optimist inappropri In talk I discuss vignett center problem cluster find equilibria privaci preserv data analysi One theme part work AI problem cluster formul optim task object optim proxi under goal In case implicit assum connect proxi under goal ( hold formul reason ) impli addit structur algorithm bypass case approxim barrier Bio : Avrim Blum Professor Comput Scienc Carnegi Mellon Univers His main research interest foundat machin learn data mine algorithm game theori ( auction price dynam connect machin learn ) analysi heurist comput hard problem databas privaci He serv Program Chair IEEE Symposium Foundat Comput Scienc ( FOCS ) Confer Learn Theori ( COLT ) He recipi Sloan Fellowship NSF Nation young Investig Award ICML COLT 10 best paper award Herbert Simon Teach Award Fellow ACM Avrim Blum current visit sabbat"
"Monday April 20 2015","6 : 00 pm","2405 SC","Sale Forc Tech Talk",""
"Thursday April 23 2015","11 : 00","NCSA Build Auditorium 1205 W Clark St Urbana","NCSA Colloquium : Reveal Hidden Univers : Black Hole Merger",""
"Thursday April 23 2015","4 : 30 pm","104 Illini Union","Illinoi Scholar Undergradu Research ( ISUR ) Poster Expo","The Colleg Engineer Illinoi Scholar Undergradu Research ( ISUR ) Program Annual Research Poster Expo conjunct campus wide Undergradu Research Symposium ISUR scholar differ depart Colleg present research project Through ISUR program select group student two semest experi research learn communiti They work research project supervis instruct graduat postdoc mentor faculti sponsor fall 2014 spring 2015 semest Come show support student Visit ISUR Websit For inform ISUR pleas contact : Natasha Mamaril Coordin Undergradu Research Colleg Engineer"
"Thursday April 30 2015","5 : 30 pm","1404 Siebel Center","Spring 2015 Celebr Excellenc","Pleas join Thursday April 30th honor outstand accomplish comput scienc student faculti Scholarship fellowship nation award winner recogn honor night Regist http : go.cs.illinois.edu SP15Celebr"
"Friday May 01 2015","10 : 00","2405 Siebel Center","Dr Baishakhi Ray : Leverag Big Softwar Data Improve Softwar Qualiti","Abstract : Improve softwar qualiti primari concern program languag ( PL ) softwar engin ( SE ) research decad Research develop differ techniqu e.g new languag automat bug find tool code review process reduc defect Howev evid indic techniqu work real softwar develop scenario In talk I demonstr abund archiv data GitHub evalu differ SE PL method I discuss empir insight leverag build new develop tool improv softwar qualiti programm product In talk I discuss work analyz differ aspect exist softwar engin practic First I describ choic program languag affect softwar qualiti Studi 728 popular GitHub project written 17 differ languag found languag did signific effect kind defect Second I show kind bug caus copi past detect automat Final I discuss current adversari test practic differ SSL TLS implement demonstr practic approach automat detect secur vulner SSL TLS certif valid code Bio : Baishakhi Ray postdoctor research Univers California Davi She finish PhD 2013 Univers Texa Austin Her research focus softwar engin particular empir studi program analysi softwar evolut Baishakhi analyz larg scale softwar repositori understand ongo softwar engin practic Then leverag data driven knowledg build novel program analysi techniqu develop tool improv softwar qualiti programm product Baishakhi receiv Best Practic Paper Award 2014 IEEE Symposium Secur Privaci ( Oakland ) nomin distinguish paper award 2013 IEEE Automat Softwar Engineer Confer ( ASE ) Her research nomin select public Research"
"Friday May 01 2015","11 : 00","NCSA Build Auditorium 1205 W Clark St Urbana","NCSA Colloquium : A Wager 2016 : How Softwar Beat Hardwar Biolog Data Analysi",""
"Thursday May 28 2015","10 : 00","2405 Siebel Center","Dr Scott Aaronson : Explore Limit Efficient Comput","Abstract : I'll give broad overview research decad aim understand relationship comput complex physic — particular capabl limit quantum comput Possibl topic depend time Boson Sampl model quantum comput creat unforg quantum money hidden subspac quantum comput versus polynomi time hierarchi maxim separ classic quantum queri complex structur quantum speedup comput complex decod Hawk radiat Bio : Scott Aaronson associ professor electr engin comput scienc MIT He studi Cornel UC Berkeley did postdoc Institut Advanc Studi Univers Waterloo His research focus capabl limit quantum comput general comput complex relationship physic His book Quantum Comput Scienc Democritus publish 2013 Cambridg Univers Press Aaronson written quantum comput Scientif American New york Time write popular blog He’ receiv Nation Scienc Foundation’ Alan T Waterman Award Unite State PECASE Award MIT Junior Bose Award Excellenc Teach"
"Thursday May 28 2015","2 : 00 pm","2405 Siebel Center","Dr Dana Moshkovitz : Hard Problem Hard Approxim : Sharp Threshold Parallel Repetit Uniqu Game","Abstract : Mani optim problem interest human NP hard comput scientist believ effici algorithm Focus approxim exact optim extend reach algorithm techniqu intract Howev NP hard problem approxim better problem depend threshold turn NP hard Prove rigor difficult task — leap thought — lead fundament question natur proof verif In talk I'll discuss phenomenon sharp threshold approxim approxim problem transform instant effici solvabl exponenti hard focus better approxim ( joint work Ran Raz ) I'll discuss two prover game new incred simpl method ( fortif ) analyz parallel repetit Final I'll discuss recent candid hard instanc uniqu game lead progress Uniqu Game Conjectur — biggest open problem approxim ( joint work Subhash Khot ) Bio : Dana Moshkovitz assist professor comput scienc MIT Her research theoret comput scienc focus limit approxim algorithm probabilist check proof Dana did PhD Weizmann Institut Israel Her thesi co won Nessyahu Prize best math PhD thesi Israel 2009 part work award FOCS 2008 Best paper Dana went spend coupl year Princeton Univers Institut Advanc Studi join MIT end 2010 She recipi MIT Jerom Saltzer teach award"
"Thursday June 18 2015","5 : 00 7 : 30 pm","IMC FinancialWilli Tower233 South Wacker DriveSuit 4300Chicago IL 60606","2015 CS @ ILLINOIS Chicago Network Event Downtown","Pleas join Depart Comput Scienc summer alumni network event Chicago area host alumni friend Alex Michell Bratton Ira Debra Cohen CS Depart Head Rob A Rutenbar share latest news depart campus.Connect CS @ ILLINOIS alumni student faculti staff two fun network event : Thursday June 18 5 : 00 7 : 30 p.m IMC Financi Market Willi Tower 233 South Wacker Drive Suit 4300 Chicago IL 60606 A park garag locat street Willi Tower access Franklin Street For address price inform visit Tower Self Park Tuesday June 23 5 : 30 8 : 00 p.m Maggiano Littl Itali 1901 East Woodfield Road Schaumburg IL 60173"
"Tuesday June 23 2015","5 : 30 pm","Maggiano Littl Italy1901 East Woodfield RoadSchaumburg IL 60173","2015 CS @ ILLINOIS Chicago Network Event Schaumburg","Pleas join Depart Comput Scienc summer alumni network event Chicago area host alumni friend Alex Michell Bratton Ira Debra Cohen CS Depart Head Rob A Rutenbar share latest news depart campus.Connect CS @ ILLINOIS alumni student faculti staff two fun network event : Thursday June 18 5 : 00 7 : 30 p.m IMC Financi Market Willi Tower 233 South Wacker Drive Suit 4300 Chicago IL 60606 A park garag locat street Willi Tower access Franklin Street For address price inform visit Tower Self Park Tuesday June 23 5 : 30 8 : 00 p.m Maggiano Littl Itali 1901 East Woodfield Road Schaumburg IL 60173"
"Wednesday Juli 15 2015","5 : 30 8 : 00 pm","164 Hamilton AvenuePalo Alto CA 94301","CS @ ILLINOIS Bay Area Network Event Palantir","Pleas join Depart Comput Scienc ACM @ UIUC Juli 15 alumni network event Palantir Palo Alto Meet old friend make new one learn latest depart campus news CS Depart Head Rob A Rutenbar"
"Wednesday Septemb 02 2015","10 : 00 2 : 00 pm","Siebel Atrium","Research Park Corpor Day",""
"Tuesday Septemb 08 2015","4 : 00 7 : 00 pm","Siebel Atrium","TCC After Hour",""
"Wednesday Septemb 09 2015","7 : 00 pm","2405 SC","LinkedIn Tech Talk",""
"Thursday Septemb 10 2015","7 : 00 pm","1404 SC","Googl Tech Talk",""
"Monday Septemb 14 2015","10 : 00","2405 Siebel Center","Dr David Patterson : Instruction Set Want To Be Free : A Case RISC V","Instruction Set Want To Be Free : A Case RISC V Abstract : We start review 50 year comput architectur research show widespread agreement instruct set architectur ( ISA ) Unlike field despit harmoni open altern proprietari offer ARM Intel Thus propos RISC V target System Chip ( SoC ) It A small base < 50 classic RISC instruct run full open sourc softwar stack Opcode reserv tailor SoC applic Instruction extens option SoC No cost ; paperwork ; Open feedback revis announc A foundat evolv RISC V slowli base sole technic reason determin vote member We describ 10 RISC V chip built Agile method new hardwar design languag ( Chisel ) reduc develop effort great increas reus Bio : David Patterson join UC Berkeley near 40 year ago He Director research lab chair Berkeley’ CS Divis chair Comput Research Associat presid ACM His success project like Reduc Instruction Set Comput ( RISC ) Redund Array Inexpens Disk ( RAID ) Network Workstat ( NOW ) help lead multibillion dollar industri This research led paper six book 35 honor friend elect Nation Academi Engineer Nation Academi Scienc Silicon Valley Engineer Hall Fame He share IEEE von Neumann Medal NEC C & C Prize John Hennessi co author two book presid Stanford Univers"
"Monday Septemb 14 2015","10 : 00 2 : 00 pm","Siebel Atrium","yahoo Corpor Day",""
"Monday Septemb 14 2015","6 : 00 pm","2405 SC","Optiver Tech Talk",""
"Monday Septemb 14 2015","6 : 00 pm","1404 SC","yahoo UCHUG Meet",""
"Monday Septemb 14 2015","7 : 00 pm","1109 SC","Bloomberg Tech Talk",""
"Tuesday Septemb 15 2015","2 : 00 5 : 00 pm","Atrium","Northern Trust Corpor Day",""
"Tuesday Septemb 15 2015","6 : 00 pm","2405 SC","Northern Trust Tech Talk",""
"Wednesday Septemb 16 2015","10 : 00 2 : 00 pm","Siebel Atrium","Delphix Corpor Day",""
"Wednesday Septemb 16 2015","6 : 00 pm","2405 SC","Delphix Tech Talk",""
"Thursday Septemb 17 2015","5 : 00 pm","1013 ECEB","Flurri & yahoo : At Intersect Mobil Big Data",""
"Thursday Septemb 17 2015","6 : 00 pm","2405 SC","Citadel Tech Talk",""
"Monday Septemb 21 2015","4 : 00 pm","2405 Siebel Center","Dr Wilfr Pinfold Disrupt Trend Comput Scienc","Abstract : Over 10 year trend scienc comput big data technolog polici drive scientif comput new direct The complex scientif engin model increas proport power go data movement calcul variabl comput system suggest new comput paradigm This talk explor technic market polici forc drive new paradigm opportun like offer comput data scientist 10 year Bio : Wilfr Pinfold comput scientist comput model interest engin scientif challeng time He studi Naval Architect Strathclyd Univers Scotland After year design offshor structur return univers complet PhD comput fluid dynam He appli comput simul engin challeng aerospac automot offshor structur ; scientif challeng climat model astrophys chemistri genom ; control challeng power grid smart citi larg test facil Dr Pinfold retir Intel Corpor Juli 2015 23 year He board consult comput scienc smart citi program"
"Tuesday Septemb 22 2015","10 : 00 2 : 00 pm","Siebel Atrium","Predict Technolog Corpor Day",""
"Wednesday Septemb 23 2015","10 : 00 2 : 00 pm","Siebel Center Atrium","Union Pacif Corpor Day",""
"Thursday Septemb 24 2015","4 : 00 pm","Siebel Center Atrium","Celebr CS @ ILLINOIS","T shirt give way start 3 : 30pm There short present CS student group talk individu group tabl"
"Thursday Septemb 24 2015","7 : 00 pm","1404 SC","Microsoft Tech Talk",""
"","7 : 00 pm","1404 Siebel Center","Fall 2015 Celebr Excellenc","Pleas join Friday Septemb 25th honor outstand accomplish comput scienc student faculti Scholarship fellowship nation award winner recogn honor night"
"Monday Septemb 28 2015","5 : 30 pm","2405 SC","Cisco Tech Talk",""
"Thursday October 08 2015","6 : 00 pm","2405 SC","Groupon Tech Talk",""
"Monday October 12 2015","4 : 00 pm","2405 Siebel Center","Christoph Batten : Architectur Special Inter Iterat Loop Depend Pattern","Abstract : Hardwar special increas common techniqu enabl improv perform energi effici spite diminish benefit technolog scale Explore hardwar special requir vertic integr research approach span applic compil run time instruct set design microarchitectur VLSI implement In part talk I describ work new architectur design pattern call explicit loop special ( XLOOPS ) base idea eleg encod inter iter loop depend pattern instruct set The XLOOPS hardwar softwar abstract requir lightweight chang general purpos compil generat XLOOPS binari enabl execut binari ( 1 ) tradit microarchitectur minim perform impact ( 2 ) special microarchitectur improv perform energi effici ( 3 ) adapt microarchitectur seamless migrat loop tradit special execut dynam trade perform versus energi effici Our initi result show promis perform improv compar simpl order processor energi effici improv compar complex order processor In second part talk I describ PyMTL Pydgin two new Python base framework design improv product vertic integr comput architectur research PyMTL leverag Python program languag creat high product domain specif embed languag concurr structur model hardwar design The PyMTL framework encourag philosophi model layout microarchitectur increment refin high level function level model time approxim cycl level model bit accur RTL implement Pydgin framework rapid develop fast instruct set simul ( ISSs ) Python base architectur descript languag Both framework critic explor XLOOPS architectur design pattern continu leverag framework research teach Bio : Christoph Batten assist professor School Electric Comput Engineer Cornel Univers lead research group focus energi effici parallel comput architectur high perform embed applic His work recogn award AFOSR young Investig Program award ( 2015 ) Intel Ear Career Faculti Honor Program award ( 2013 ) NSF CAREER Award ( 2012 ) DARPA young Faculti Award ( 2012 ) IEEE Micro Top Pick select ( 2004 ) His teach recogn Michael Tien 72 Excellenc Teach Award ( 2013 ) Jame M Marsha D McCormick Award Outstand Advise First year Engineer Student ( 2013 ) Prior appoint Cornel Batten receiv PhD electr engin comput scienc Massachusett Institut Technolog 2010 He receiv M.Phil engin Churchil Scholar Univers Cambridg 2000 receiv BS electr engin Jefferson Scholar Univers Virginia 1999"
"Wednesday October 14 2015","5 : 00 pm","Siebel Atrium","Research Park Tech Talk",""
"Thursday October 15 2015","6 : 30 pm","2405 Siebel Center","ThinkB1G Tech Talk",""
"Wednesday October 21 2015","5 : 30 pm","2405 Siebel Center","Optimiz Tech Talk",""
"Thursday October 22 2015","12 : 00 pm","2405 Siebel Center","Joel Poloney : An Entrepreneuri Journey Deeper Look Googl AdMob","Bio : Joel Poloney undergradu work part time NCSA friend Sizhao “ Zao ” yang start new compani Mocha Soft LLC ( eventu renam MyMiniLif Inc ) In 2009 compani acquir Zynga Poloney team develop hit game FarmVill As Zynga’ senior architect Poloney help build Share Tech Group work extens common game engin platform Zynga launch near Flash base game FarmVill FrontierVill CityVill Treasur Isle CastleVill Hidden Chronicl At end 2011 Poloney left Zynga form new startup Illinoi classmat co founder MyMiniLif Amitt Mahajan Base Bay Area Red Hot Lab built Toro autom mobil market solut Facebook Red Hot Lab acquir Googl 2015 Poloney work tech lead Googl AdMob product Occasion Poloney invest promis seed stage startup compani Abstract : Entrepreneurship difficult success rare There right wrong way begin build compani pitfal way When right time start compani Have found multipl success compani Joel Poloney discuss life entrepreneur touch varieti subject fundrais hire pivot exit The second half talk discuss depth histori technolog power Google’ mobil display advertis product AdMob AdMob smart platform pure mobil applic develop monet ( AdSens ) promot ( AdWord ) analyz ( Googl Analyt ) app"
"Thursday October 22 2015","5 : 00 pm","First floor atrium Siebel Center","Women Comput Scienc Alumni & Student Dinner",""
"Thursday October 22 2015","7 : 00 pm","2405 Siebel Center","Women Comput Scienc Keynot Address","Nanci Amato Dr Nanci Amato Unocal Professor CS Engineer ( CSE ) Texa A & M Univers co direct Parasol Lab Her research interest : motion plan robot comput biolog geometri parallel distribut comput Dure 20 tenur Texa A & M graduat 16 PhD student work academia research lab ; 25 master student ; work 100 undergradu 10 high school student She receiv number honor Texa A & M teach 2015 CSE Award Graduat Teach Excellenc 2013 Betti M Unterberg Award Outstand Servic Honor Educat 2010 2011 Associat Former Student Distinguish Achievement Award Teach In addit Amato receiv 2013 IEEE Hewlett Packard Harriet B Riga Award recogn outstand woman educ increas particip repres member comput research communiti In 2014 Comput Research Associat present Amato A Nico Habermann Award tireless high effect leader program engag women underrepres minor comput research particular CRA W Distribut Research Experienc Undergradu program She Fellow IEEE American Associat Advancement Scienc contribut algorithm foundat motion plan robot comput biolog She earn bachelor degre econom mathemat scienc Stanford master’ degre CS Berkeley At Illinoi studi former CS ECE Professor Franco Preparata Lynn Reedi A success technolog execut Lynn Reedi ( BS Math & CS ‘ 77 ) work softwar softwar develop entir career As senior vice presid CTO eBay seven year ( 1999 2006 ) lead complet redesign company’ websit — hardwar softwar — disrupt auction site’ oper She specif respons initi pertain compani work softwar develop product specif user interfac design usabl test architectur releas manag Prior work eBay Reedi chief inform offic seven year Miller Freeman trade show produc publish technic industri specif magazin While implement strateg busi system develop compani Internet strategi 200 Web site Earlier career Reedi work Andersen Consult Amdahl Corpor varieti manag role In addit CS degre Reedi earn MBA Santa Clara Univers 1991"
